submission_id,response1,size_adj,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,understand,text,condition,sentence,age,response,comments,picture1,response3,size_target,education,languages,sex,RT,correct3,context,trial_number,startTime,attempts,picture,fairprice,question2,response2,adj_cond,trial_name
104,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,no,1,dogs,Linda,great dane,yes,Please label the pictures below.,NA,NA,44,NA,thanks,images/chihuahua.jpg,dogs,NA,graduated_high_school,English,male,NA,dogs,NA,3,1564588461507,2,NA,2,These are both,great dane,NA,warmup
104,NA,small,images/monkey-parade.png,5,NA,NA,That,no,1,primates,Linda,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,44,monkey,thanks,NA,NA,big,graduated_high_school,English,male,NA,NA,You see a group of animals.,1,1564588461507,NA,images/gorilla_s.jpg,2,is small.,NA,incongruent,main
104,NA,big,images/fish-parade.png,5,NA,NA,That,no,1,fish,Linda,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,44,swordfish,thanks,NA,NA,small,graduated_high_school,English,male,NA,NA,You see a group of animals.,2,1564588461507,NA,images/goldfish-b.png,2,is big.,NA,incongruent,main
104,NA,small,images/dog_parade_small.png,5,NA,NA,That,no,1,dogs,Linda,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,44,chiuaha,thanks,NA,NA,small,graduated_high_school,English,male,NA,NA,You see a group of animals.,3,1564588461507,NA,images/chihuahua.jpg,2,is small.,NA,congruent,main
104,daisy,NA,NA,5,images/sunflower.png,daisy,This is a,no,1,flowers,Linda,sunflower,yes,Please label the pictures below.,NA,NA,44,NA,thanks,images/daisy.png,flowers,NA,graduated_high_school,English,male,NA,flowers,NA,1,1564588461507,1,NA,2,These are both,sunflower,NA,warmup
104,swan,NA,NA,5,images/colibri.jpg,swan,This is a,no,1,birds,Linda,hummingbird,yes,Please label the pictures below.,NA,NA,44,NA,thanks,images/swan.jpg,birds,NA,graduated_high_school,English,male,NA,birds,NA,2,1564588461507,1,NA,2,These are both,hummingbird,NA,warmup
104,oak tree,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,no,1,trees,Linda,bonsai,yes,Please label the pictures below.,NA,NA,44,NA,thanks,images/sequoia.jpg,trees,NA,graduated_high_school,English,male,NA,trees,NA,3,1564588461507,1,NA,2,These are both,bonsai,NA,warmup
104,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,no,1,trees,Linda,bonsai,yes,Please label the pictures below.,NA,NA,44,NA,thanks,images/sequoia.jpg,trees,NA,graduated_high_school,English,male,NA,trees,NA,3,1564588461507,2,NA,2,These are both,bonsai,NA,warmup
104,NA,big,images/tree-parade.png,5,NA,NA,That,no,1,trees,Linda,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,44,redwood,thanks,NA,NA,big,graduated_high_school,English,male,NA,NA,You see a group of plants.,1,1564588461507,NA,images/sequoia.jpg,2,is big.,NA,congruent,main
104,NA,big,images/bird-parade.png,5,NA,NA,That,no,1,birds,Linda,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,44,swan,thanks,NA,NA,big,graduated_high_school,English,male,NA,NA,You see a group of animals.,2,1564588461507,NA,images/swan.jpg,2,is big.,NA,congruent,main
104,NA,big,images/flower-parade-small.png,5,NA,NA,That,no,1,flowers,Linda,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,44,sunflower,thanks,NA,NA,small,graduated_high_school,English,male,NA,NA,You see a group of plants.,3,1564588461507,NA,images/daisy-b.png,2,is big.,NA,incongruent,main
111,daisy,NA,NA,5,images/sunflower.png,daisy,This is a,NA,1,flowers,mary,sunflower,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/daisy.png,flowers,NA,graduated_college,English,male,NA,flowers,NA,1,1564588586332,1,NA,2,These are both,sunflower,NA,warmup
111,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,mary,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,graduated_college,English,male,NA,dogs,NA,2,1564588586332,1,NA,2,These are both,great dane,NA,warmup
111,pine,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,mary,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,graduated_college,English,male,NA,trees,NA,3,1564588586332,1,NA,2,These are both,tree,NA,warmup
111,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,mary,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,graduated_college,English,male,NA,trees,NA,3,1564588586332,2,NA,2,These are both,bonsai,NA,warmup
111,NA,big,images/tree-parade.png,5,NA,NA,That,NA,1,trees,mary,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,29,plant,NA,NA,NA,small,graduated_college,English,male,NA,NA,You see a group of plants.,1,1564588586332,NA,images/bonsai-b.png,2,is big.,NA,incongruent,main
111,NA,big,images/dog_parade_small.png,5,NA,NA,That,NA,1,dogs,mary,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,29,dog,NA,NA,NA,small,graduated_college,English,male,NA,NA,You see a group of animals.,2,1564588586332,NA,images/chihuahua-b.jpg,2,is big.,NA,incongruent,main
111,NA,big,images/flower-parade.png,5,NA,NA,That,NA,1,flowers,mary,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,29,flower,NA,NA,NA,big,graduated_college,English,male,NA,NA,You see a group of plants.,3,1564588586332,NA,images/sunflower.png,2,is big.,NA,congruent,main
111,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,mary,gorilla,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/spidermonkey.jpg,apes,NA,graduated_college,English,male,NA,monkeys|apes|primates,NA,1,1564588586332,1,NA,2,These are both,baboon,NA,warmup
111,spider monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,mary,gorilla,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/spidermonkey.jpg,apes,NA,graduated_college,English,male,NA,monkeys|apes|primates,NA,1,1564588586332,2,NA,2,These are both,gorilla,NA,warmup
111,shark,NA,NA,5,images/goldfish.png,swordfish,This is a,NA,1,fish,mary,goldfish,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/swordfish.jpg,fishes,NA,graduated_college,English,male,NA,fish,NA,2,1564588586332,1,NA,2,These are both,fish,NA,warmup
111,swordfish,NA,NA,5,images/goldfish.png,swordfish,This is a,NA,1,fish,mary,goldfish,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/swordfish.jpg,fish,NA,graduated_college,English,male,NA,fish,NA,2,1564588586332,2,NA,2,These are both,goldfish,NA,warmup
111,duck,NA,NA,5,images/colibri.jpg,swan,This is a,NA,1,birds,mary,hummingbird,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/swan.jpg,birds,NA,graduated_college,English,male,NA,birds,NA,3,1564588586332,1,NA,2,These are both,hummingbird,NA,warmup
111,swan,NA,NA,5,images/colibri.jpg,swan,This is a,NA,1,birds,mary,hummingbird,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/swan.jpg,birds,NA,graduated_college,English,male,NA,birds,NA,3,1564588586332,2,NA,2,These are both,hummingbird,NA,warmup
111,NA,small,images/fish-parade.png,5,NA,NA,That,NA,1,fish,mary,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,29,fish,NA,NA,NA,big,graduated_college,English,male,NA,NA,You see a group of animals.,1,1564588586332,NA,images/swordfish-s.jpg,2,is small.,NA,incongruent,main
111,NA,small,images/bird-parade-small.png,5,NA,NA,That,NA,1,birds,mary,NA,yes,Another animal bleongs to the group.,predicative,You say to your friend:,29,bird,NA,NA,NA,small,graduated_college,English,male,NA,NA,You see a group of animals.,2,1564588586332,NA,images/colibri.jpg,2,is small.,NA,congruent,main
111,NA,big,images/monkey-parade.png,5,NA,NA,That,NA,1,primates,mary,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,29,ape,NA,NA,NA,big,graduated_college,English,male,NA,NA,You see a group of animals.,3,1564588586332,NA,images/gorilla.jpg,2,is big.,NA,congruent,main
112,swordfish,NA,NA,5,images/goldfish.png,swordfish,This is a,NA,1,fish,Margaret,goldfish,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/swordfish.jpg,fish,NA,some_college,english,NA,NA,fish,NA,1,1564588599669,1,NA,2,These are both,goldfish,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,mammels,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,1,NA,2,These are both,gorilla,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,2,NA,2,These are both,gorilla,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,3,NA,2,These are both,gorilla,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,4,NA,2,These are both,gorilla,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,5,NA,2,These are both,gorilla,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,6,NA,2,These are both,gorilla,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,7,NA,2,These are both,gorilla,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,monkeys,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,8,NA,2,These are both,gorilla,NA,warmup
112,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,monkeys,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,9,NA,2,These are both,gorilla,NA,warmup
112,spider monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,Margaret,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,english,NA,NA,monkeys|apes|primates,NA,2,1564588599669,10,NA,2,These are both,gorilla,NA,warmup
112,swan,NA,NA,5,images/colibri.jpg,swan,This is a,NA,1,birds,Margaret,hummingbird,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/swan.jpg,birds,NA,some_college,english,NA,NA,birds,NA,3,1564588599669,1,NA,2,These are both,humming bird,NA,warmup
112,swan,NA,NA,5,images/colibri.jpg,swan,This is a,NA,1,birds,Margaret,hummingbird,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/swan.jpg,birds,NA,some_college,english,NA,NA,birds,NA,3,1564588599669,2,NA,2,These are both,hummingbird,NA,warmup
112,NA,big,images/monkey-parade-small.png,5,NA,NA,That's a big,NA,1,primates,Margaret,NA,NA,Another animal belongs to the group.,prenominal,You say to your friend:,NA,monkey,NA,NA,NA,small,some_college,english,NA,NA,NA,You see a group of animals.,1,1564588599669,NA,images/spidermonkey-b.jpg,2,NA,NA,incongruent,main
112,NA,small,images/fish-parade.png,5,NA,NA,That's a small,NA,1,fish,Margaret,NA,NA,Another animal belongs to the group.,prenominal,You say to your friend:,NA,fish,NA,NA,NA,big,some_college,english,NA,NA,NA,You see a group of animals.,2,1564588599669,NA,images/swordfish-s.jpg,2,NA,NA,incongruent,main
112,NA,small,images/bird-parade-small.png,5,NA,NA,That's a small,NA,1,birds,Margaret,NA,NA,Another animal bleongs to the group.,prenominal,You say to your friend:,NA,bird,NA,NA,NA,small,some_college,english,NA,NA,NA,You see a group of animals.,3,1564588599669,NA,images/colibri.jpg,2,NA,NA,congruent,main
112,chiwawa,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,Margaret,great dane,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,NA,NA,dogs,NA,1,1564588599669,1,NA,2,These are both,greyhound,NA,warmup
112,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,Margaret,great dane,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,NA,NA,dogs,NA,1,1564588599669,2,NA,2,These are both,great dane,NA,warmup
112,daisy,NA,NA,5,images/sunflower.png,daisy,This is a,NA,1,flowers,Margaret,sunflower,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/daisy.png,flowers,NA,some_college,english,NA,NA,flowers,NA,2,1564588599669,1,NA,2,These are both,sunflower,NA,warmup
112,pine,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,Margaret,bonsai,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,NA,NA,trees,NA,3,1564588599669,1,NA,2,These are both,hhh,NA,warmup
112,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,Margaret,bonsai,NA,Please label the pictures below.,NA,NA,NA,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,NA,NA,trees,NA,3,1564588599669,2,NA,2,These are both,bonsai,NA,warmup
112,NA,small,images/tree-parade.png,5,NA,NA,That's a small,NA,1,trees,Margaret,NA,NA,Another plant belongs to the group.,prenominal,You say to your friend:,NA,tree,NA,NA,NA,small,some_college,english,NA,NA,NA,You see a group of plants.,1,1564588599669,NA,images/bonsai.jpg,2,NA,NA,congruent,main
112,NA,big,images/flower-parade.png,5,NA,NA,That's a big,NA,1,flowers,Margaret,NA,NA,Another plant belongs to the group.,prenominal,You say to your friend:,NA,flower,NA,NA,NA,big,some_college,english,NA,NA,NA,You see a group of plants.,2,1564588599669,NA,images/sunflower.png,2,NA,NA,congruent,main
112,NA,small,images/dog_parade.png,5,NA,NA,That's a small,NA,1,dogs,Margaret,NA,NA,Another animal belongs to the group.,prenominal,You say to your friend:,NA,dog,NA,NA,NA,big,some_college,english,NA,NA,NA,You see a group of animals.,3,1564588599669,NA,images/great-dane-s.jpg,2,NA,NA,incongruent,main
118,dandelion,NA,NA,5,images/sunflower.png,daisy,This is a,no,1,flowers,patricia,sunflower,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/daisy.png,plants,NA,graduated_college,English,male,NA,flowers,NA,1,1564588559832,1,NA,1,These are both,sunflower,NA,warmup
118,daisy,NA,NA,5,images/sunflower.png,daisy,This is a,no,1,flowers,patricia,sunflower,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/daisy.png,flowers,NA,graduated_college,English,male,NA,flowers,NA,1,1564588559832,2,NA,1,These are both,sunflower,NA,warmup
118,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,no,1,primates,patricia,gorilla,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/spidermonkey.jpg,mamals,NA,graduated_college,English,male,NA,monkeys|apes|primates,NA,2,1564588559832,1,NA,1,These are both,gorilla,NA,warmup
118,spider monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,no,1,primates,patricia,gorilla,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/spidermonkey.jpg,monkeys,NA,graduated_college,English,male,NA,monkeys|apes|primates,NA,2,1564588559832,2,NA,1,These are both,gorilla,NA,warmup
118,oak,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,no,1,trees,patricia,bonsai,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/sequoia.jpg,trees,NA,graduated_college,English,male,NA,trees,NA,3,1564588559832,1,NA,1,These are both,bonsai,NA,warmup
118,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,no,1,trees,patricia,bonsai,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/sequoia.jpg,trees,NA,graduated_college,English,male,NA,trees,NA,3,1564588559832,2,NA,1,These are both,bonsai,NA,warmup
118,NA,small,images/flower-parade-small.png,5,NA,NA,That's a small,no,1,flowers,patricia,NA,yes,Another plant belongs to the group.,prenominal,You say to your friend:,33,daisy,NA,NA,NA,small,graduated_college,English,male,NA,NA,You see a group of plants.,1,1564588559832,NA,images/daisy.png,1,NA,NA,congruent,main
118,NA,small,images/tree-parade.png,5,NA,NA,That's a small,no,1,trees,patricia,NA,yes,Another plant belongs to the group.,prenominal,You say to your friend:,33,redwood,NA,NA,NA,big,graduated_college,English,male,NA,NA,You see a group of plants.,2,1564588559832,NA,images/sequoia-s.jpg,1,NA,NA,incongruent,main
118,NA,big,images/monkey-parade.png,5,NA,NA,That's a big,no,1,primates,patricia,NA,yes,Another animal belongs to the group.,prenominal,You say to your friend:,33,gorilla,NA,NA,NA,big,graduated_college,English,male,NA,NA,You see a group of animals.,3,1564588559832,NA,images/gorilla.jpg,1,NA,NA,congruent,main
118,marlin,NA,NA,5,images/goldfish.png,swordfish,This is a,no,1,fish,patricia,goldfish,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/swordfish.jpg,fish,NA,graduated_college,English,male,NA,fish,NA,1,1564588559832,1,NA,1,These are both,goldfish,NA,warmup
118,swordfish,NA,NA,5,images/goldfish.png,swordfish,This is a,no,1,fish,patricia,goldfish,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/swordfish.jpg,fish,NA,graduated_college,English,male,NA,fish,NA,1,1564588559832,2,NA,1,These are both,goldfish,NA,warmup
118,swan,NA,NA,5,images/colibri.jpg,swan,This is a,no,1,birds,patricia,hummingbird,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/swan.jpg,birds,NA,graduated_college,English,male,NA,birds,NA,2,1564588559832,1,NA,1,These are both,hummingbird,NA,warmup
118,chiwawa,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,no,1,dogs,patricia,great dane,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/chihuahua.jpg,dogs,NA,graduated_college,English,male,NA,dogs,NA,3,1564588559832,1,NA,1,These are both,dane,NA,warmup
118,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,no,1,dogs,patricia,great dane,yes,Please label the pictures below.,NA,NA,33,NA,NA,images/chihuahua.jpg,dogs,NA,graduated_college,English,male,NA,dogs,NA,3,1564588559832,2,NA,1,These are both,great dane,NA,warmup
118,NA,big,images/dog_parade.png,5,NA,NA,That's a big,no,1,dogs,patricia,NA,yes,Another animal belongs to the group.,prenominal,You say to your friend:,33,great dane,NA,NA,NA,big,graduated_college,English,male,NA,NA,You see a group of animals.,1,1564588559832,NA,images/great-dane.jpg,1,NA,NA,congruent,main
118,NA,big,images/fish-parade.png,5,NA,NA,That's a big,no,1,fish,patricia,NA,yes,Another animal belongs to the group.,prenominal,You say to your friend:,33,goldfish,NA,NA,NA,small,graduated_college,English,male,NA,NA,You see a group of animals.,2,1564588559832,NA,images/goldfish-b.png,1,NA,NA,incongruent,main
118,NA,big,images/bird-parade-small.png,5,NA,NA,That's a big,no,1,birds,patricia,NA,yes,Another animal bleongs to the group.,prenominal,You say to your friend:,33,hummingbird,NA,NA,NA,small,graduated_college,English,male,NA,NA,You see a group of animals.,3,1564588559832,NA,images/colibri-b.jpg,1,NA,NA,incongruent,main
