submission_id,response1,startDate,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,hit_id,item,botresponse,assignment_id,correct2,understand,text,condition,sentence,age,response,comments,picture1,response3,education,worker_id,languages,sex,RT,correct3,context,trial_number,startTime,attempts,picture,question3,fairprice,question2,size,response2,trial_name
267,pug,Thu Aug 08 2019 13:28:56 GMT-0700 (Pacific Daylight Time),NA,7,warmup/great-dane.jpg,pug,This is a ,,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,patricia,3GA6AFUKOPC716V6UD2DEROHHINH3V,great dane,yes,Please label the pictures below.,NA,NA,32,NA,,warmup/pug.jpg,dogs,graduated_college,A26M997VYVK0E6,english,male,NA,dogs,NA,1,1565296136046,2,NA,This is a ,1.50,These are both,NA,great dane,warmup2
267,dolphin,Thu Aug 08 2019 13:28:56 GMT-0700 (Pacific Daylight Time),NA,7,warmup/goldfish.png,swordfish,This is a ,,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,patricia,3GA6AFUKOPC716V6UD2DEROHHINH3V,goldfish,yes,Please label the pictures below.,NA,NA,32,NA,,warmup/swordfish.jpg,fish,graduated_college,A26M997VYVK0E6,english,male,NA,fish,NA,2,1565296136046,1,NA,This is a ,1.50,These are both,NA,fish,warmup2
267,swordfish,Thu Aug 08 2019 13:28:56 GMT-0700 (Pacific Daylight Time),NA,7,warmup/goldfish.png,swordfish,This is a ,,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,patricia,3GA6AFUKOPC716V6UD2DEROHHINH3V,goldfish,yes,Please label the pictures below.,NA,NA,32,NA,,warmup/swordfish.jpg,fish,graduated_college,A26M997VYVK0E6,english,male,NA,fish,NA,2,1565296136046,2,NA,This is a ,1.50,These are both,NA,goldfish,warmup2
267,rose,Thu Aug 08 2019 13:28:56 GMT-0700 (Pacific Daylight Time),NA,7,warmup/peony.png,daisy,This is a ,,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,patricia,3GA6AFUKOPC716V6UD2DEROHHINH3V,peony,yes,Please label the pictures below.,NA,NA,32,NA,,warmup/daisy.png,roses,graduated_college,A26M997VYVK0E6,english,male,NA,flowers,NA,3,1565296136046,1,NA,This is a ,1.50,These are both,NA,rose,warmup2
267,daisy,Thu Aug 08 2019 13:28:56 GMT-0700 (Pacific Daylight Time),NA,7,warmup/peony.png,daisy,This is a ,,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,patricia,3GA6AFUKOPC716V6UD2DEROHHINH3V,peony,yes,Please label the pictures below.,NA,NA,32,NA,,warmup/daisy.png,flowers,graduated_college,A26M997VYVK0E6,english,male,NA,flowers,NA,3,1565296136046,2,NA,This is a ,1.50,These are both,NA,peony,warmup2
267,NA,Thu Aug 08 2019 13:28:56 GMT-0700 (Pacific Daylight Time),images/dog-parade2.png,7,NA,NA,That's a small ,,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,patricia,3GA6AFUKOPC716V6UD2DEROHHINH3V,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,32,dog,,NA,NA,graduated_college,A26M997VYVK0E6,english,male,,NA,You see a parade of animals.,1,1565296136046,NA,images/pug.png,NA,1.50,,small,NA,main2
267,NA,Thu Aug 08 2019 13:28:56 GMT-0700 (Pacific Daylight Time),images/flower-parade.png,7,NA,NA,That's a big ,,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,patricia,3GA6AFUKOPC716V6UD2DEROHHINH3V,NA,yes,This one is also in the collection.,prenominal,You say to your friend:,32,flower,,NA,NA,graduated_college,A26M997VYVK0E6,english,male,,NA,You see a collection of plants.,2,1565296136046,NA,images/peony.png,NA,1.50,,big,NA,main2
267,NA,Thu Aug 08 2019 13:28:56 GMT-0700 (Pacific Daylight Time),images/fish-parade.png,7,NA,NA,That's a small ,,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,patricia,3GA6AFUKOPC716V6UD2DEROHHINH3V,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,32,fish,,NA,NA,graduated_college,A26M997VYVK0E6,english,male,,NA,You see a parade of animals.,3,1565296136046,NA,images/goldfish.png,NA,1.50,,small,NA,main2
266,daisy,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/peony.png,daisy,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,peony,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/daisy.png,flowers,some_college,A3CWEIEY3TGJFX,English,male,NA,flowers,NA,1,1565295857704,1,NA,This is a ,1.10,These are both,NA,rose,warmup1
266,daisy,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/peony.png,daisy,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,peony,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/daisy.png,flowers,some_college,A3CWEIEY3TGJFX,English,male,NA,flowers,NA,1,1565295857704,2,NA,This is a ,1.10,These are both,NA,peony,warmup1
266,dandelion,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/sunflower.png,dandelion,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,sunflower,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/dandelion.jpg,flowers,some_college,A3CWEIEY3TGJFX,English,male,NA,flowers,NA,2,1565295857704,1,NA,This is a ,1.10,These are both,NA,sunflower,warmup1
266,fish,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/clownfish.jpg,tuna,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,clownfish,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/tuna.jpg,fish,some_college,A3CWEIEY3TGJFX,English,male,NA,fish,NA,3,1565295857704,1,NA,This is a ,1.10,These are both,NA,fish,warmup1
266,tuna,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/clownfish.jpg,tuna,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,clownfish,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/tuna.jpg,fish,some_college,A3CWEIEY3TGJFX,English,male,NA,fish,NA,3,1565295857704,2,NA,This is a ,1.10,These are both,NA,clownfish,warmup1
266,NA,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),images/flower-parade.png,7,NA,NA,That's a small ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,NA,yes,This one is also in the collection.,prenominal,You say to your friend:,44,flower,no comments,NA,NA,some_college,A3CWEIEY3TGJFX,English,male,,NA,You see a collection of plants.,1,1565295857704,NA,images/daisy.png,NA,1.10,,small,NA,main1
266,NA,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),images/fish-parade2.png,7,NA,NA,That's a big ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,44,tuna,no comments,NA,NA,some_college,A3CWEIEY3TGJFX,English,male,,NA,You see a parade of animals.,2,1565295857704,NA,images/tuna.png,NA,1.10,,big,NA,main1
266,NA,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),images/flower-parade2.png,7,NA,NA,That's a big ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,NA,yes,This one is also in the collection.,prenominal,You say to your friend:,44,sunflower,no comments,NA,NA,some_college,A3CWEIEY3TGJFX,English,male,,NA,You see a collection of plants.,3,1565295857704,NA,images/sunflower.png,NA,1.10,,big,NA,main1
266,swan,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/canary.jpg,swan,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,birds,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,canary,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/swan.jpg,birds,some_college,A3CWEIEY3TGJFX,English,male,NA,birds,NA,1,1565295857704,1,NA,This is a ,1.10,These are both,NA,canary,warmup2
266,pug,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/great-dane.jpg,pug,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,great dane,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/pug.jpg,dogs,some_college,A3CWEIEY3TGJFX,English,male,NA,dogs,NA,2,1565295857704,1,NA,This is a ,1.10,These are both,NA,greyhound,warmup2
266,pug,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/great-dane.jpg,pug,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,great dane,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/pug.jpg,dogs,some_college,A3CWEIEY3TGJFX,English,male,NA,dogs,NA,2,1565295857704,2,NA,This is a ,1.10,These are both,NA,great dane,warmup2
266,swordfish,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),NA,7,warmup/goldfish.png,swordfish,This is a ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,goldfish,yes,Please label the pictures below.,NA,NA,44,NA,no comments,warmup/swordfish.jpg,fish,some_college,A3CWEIEY3TGJFX,English,male,NA,fish,NA,3,1565295857704,1,NA,This is a ,1.10,These are both,NA,goldfish,warmup2
266,NA,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),images/dog-parade2.png,7,NA,NA,That's a small ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,44,pug,no comments,NA,NA,some_college,A3CWEIEY3TGJFX,English,male,,NA,You see a parade of animals.,1,1565295857704,NA,images/pug.png,NA,1.10,,small,NA,main2
266,NA,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),images/bird-parade3.png,7,NA,NA,That's a small ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,birds,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,44,canary,no comments,NA,NA,some_college,A3CWEIEY3TGJFX,English,male,,NA,You see a parade of animals.,2,1565295857704,NA,images/canary.png,NA,1.10,,small,NA,main2
266,NA,Thu Aug 08 2019 16:24:17 GMT-0400 (Eastern Daylight Time),images/fish-parade.png,7,NA,NA,That's a small ,no,2,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,linda,3I7DHKZYGOOQ1PR4D626Q3AOFZ1F5L,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,44,goldfish,no comments,NA,NA,some_college,A3CWEIEY3TGJFX,English,male,,NA,You see a parade of animals.,3,1565295857704,NA,images/goldfish.png,NA,1.10,,small,NA,main2
265,swordfish,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/goldfish.png,swordfish,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,goldfish,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/swordfish.jpg,fish,graduated_college,AD14EQ9O9JKRI,English,,NA,fish,NA,1,1565294642614,1,NA,This is a ,1.1,These are both,NA,fish,warmup1
265,swordfish,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/goldfish.png,swordfish,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,goldfish,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/swordfish.jpg,fish,graduated_college,AD14EQ9O9JKRI,English,,NA,fish,NA,1,1565294642614,2,NA,This is a ,1.1,These are both,NA,goldfish,warmup1
265,dandelion,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/peony.png,daisy,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,peony,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/daisy.png,flower,graduated_college,AD14EQ9O9JKRI,English,,NA,flowers,NA,2,1565294642614,1,NA,This is a ,1.1,These are both,NA,rose,warmup1
265,daisy,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/peony.png,daisy,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,peony,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/daisy.png,flowers,graduated_college,AD14EQ9O9JKRI,English,,NA,flowers,NA,2,1565294642614,2,NA,This is a ,1.1,These are both,NA,peony,warmup1
265,pug,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/great-dane.jpg,pug,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,great dane,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/pug.jpg,dog,graduated_college,AD14EQ9O9JKRI,English,,NA,dogs,NA,3,1565294642614,1,NA,This is a ,1.1,These are both,NA,greyhound,warmup1
265,pug,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/great-dane.jpg,pug,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,great dane,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/pug.jpg,dogs,graduated_college,AD14EQ9O9JKRI,English,,NA,dogs,NA,3,1565294642614,2,NA,This is a ,1.1,These are both,NA,great dane,warmup1
265,NA,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),images/dog-parade2.png,7,NA,NA,That's a big ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,NA,,This one is also in the parade.,prenominal,You say to your friend:,,great dane,Thanks!,NA,NA,graduated_college,AD14EQ9O9JKRI,English,,,NA,You see a parade of animals.,1,1565294642614,NA,images/great-dane.png,NA,1.1,,big,NA,main1
265,NA,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),images/flower-parade.png,7,NA,NA,That's a big ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,flowers,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,NA,,This one is also in the collection.,prenominal,You say to your friend:,,peony,Thanks!,NA,NA,graduated_college,AD14EQ9O9JKRI,English,,,NA,You see a collection of plants.,2,1565294642614,NA,images/peony.png,NA,1.1,,big,NA,main1
265,NA,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),images/fish-parade.png,7,NA,NA,That's a small ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,NA,,This one is also in the parade.,prenominal,You say to your friend:,,goldfish,Thanks!,NA,NA,graduated_college,AD14EQ9O9JKRI,English,,,NA,You see a parade of animals.,3,1565294642614,NA,images/goldfish.png,NA,1.1,,small,NA,main1
265,chihuahua,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/doberman.png,chihuahua,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,doberman,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/chihuahua.jpg,dogs,graduated_college,AD14EQ9O9JKRI,English,,NA,dogs,NA,1,1565294642614,1,NA,This is a ,1.1,These are both,NA,boxer,warmup2
265,chihuahua,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/doberman.png,chihuahua,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,doberman,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/chihuahua.jpg,dogs,graduated_college,AD14EQ9O9JKRI,English,,NA,dogs,NA,1,1565294642614,2,NA,This is a ,1.1,These are both,NA,doberman,warmup2
265,tuna,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/clownfish.jpg,tuna,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,clownfish,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/tuna.jpg,fish,graduated_college,AD14EQ9O9JKRI,English,,NA,fish,NA,2,1565294642614,1,NA,This is a ,1.1,These are both,NA,goldfish,warmup2
265,tuna,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/clownfish.jpg,tuna,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,clownfish,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/tuna.jpg,fish,graduated_college,AD14EQ9O9JKRI,English,,NA,fish,NA,2,1565294642614,2,NA,This is a ,1.1,These are both,NA,clownfish,warmup2
265,pine tree,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/bonsai.jpg,redwood|sequoia,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,trees,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,bonsai,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/sequoia.jpg,trees,graduated_college,AD14EQ9O9JKRI,English,,NA,trees,NA,3,1565294642614,1,NA,This is a ,1.1,These are both,NA,tree,warmup2
265,redwood,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),NA,7,warmup/bonsai.jpg,redwood|sequoia,This is a ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,trees,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,bonsai,,Please label the pictures below.,NA,NA,,NA,Thanks!,warmup/sequoia.jpg,trees,graduated_college,AD14EQ9O9JKRI,English,,NA,trees,NA,3,1565294642614,2,NA,This is a ,1.1,These are both,NA,bonsai,warmup2
265,NA,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),images/fish-parade2.png,7,NA,NA,That's a big ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,NA,,This one is also in the parade.,prenominal,You say to your friend:,,fish,Thanks!,NA,NA,graduated_college,AD14EQ9O9JKRI,English,,,NA,You see a parade of animals.,1,1565294642614,NA,images/tuna.png,NA,1.1,,big,NA,main2
265,NA,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),images/dog-parade.png,7,NA,NA,That's a small ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,dogs,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,NA,,This one is also in the parade.,prenominal,You say to your friend:,,dog,Thanks!,NA,NA,graduated_college,AD14EQ9O9JKRI,English,,,NA,You see a parade of animals.,2,1565294642614,NA,images/chihuahua.png,NA,1.1,,small,NA,main2
265,NA,Thu Aug 08 2019 15:04:02 GMT-0500 (Central Daylight Time),images/tree-parade.png,7,NA,NA,That's a big ,No,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,trees,Linda,352YTHGROW1SJ2EAUR7WOWGNVIJH4G,NA,,This one is also in the landscape.,prenominal,You say to your friend:,,tree,Thanks!,NA,NA,graduated_college,AD14EQ9O9JKRI,English,,,NA,You see the following items in a landscape.,3,1565294642614,NA,images/sequoia.png,NA,1.1,,big,NA,main2
264,tuna fish,Thu Aug 08 2019 15:44:15 GMT-0400 (Eastern Daylight Time),NA,7,warmup/clownfish.jpg,tuna,This is a ,no,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,margaret ,3AQF3RZ5596MKTRIIPCBI9OOBUCF61,clownfish,yes,Please label the pictures below.,NA,NA,30,NA,interesting,warmup/tuna.jpg,fish,graduated_high_school,A17K1CHOI773VZ,"English,Croatian",male,NA,fish,NA,1,1565293455536,1,NA,This is a ,1.50,These are both,NA,clown fish,warmup1
264,tuna,Thu Aug 08 2019 15:44:15 GMT-0400 (Eastern Daylight Time),NA,7,warmup/clownfish.jpg,tuna,This is a ,no,1,3DZKABX2ZITX9NOG2TPGYBNW9CYCV1,fish,margaret ,3AQF3RZ5596MKTRIIPCBI9OOBUCF61,clownfish,yes,Please label the pictures below.,NA,NA,30,NA,interesting,warmup/tuna.jpg,fish,graduated_high_school,A17K1CHOI773VZ,"English,Croatian",male,NA,fish,NA,1,1565293455536,2,NA,This is a ,1.50,These are both,NA,clownfish,warmup1
