submission_id,response1,startDate,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,hit_id,item,botresponse,assignment_id,correct2,understand,text,condition,sentence,age,response,comments,picture1,response3,education,worker_id,languages,sex,RT,correct3,context,trial_number,startTime,attempts,picture,question3,fairprice,question2,size,response2,trial_name
431,swan,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),NA,10,warmup/canary.jpg,swan,This is a ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,birds,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,canary,yes,Please label the pictures below.,NA,NA,67,NA,,warmup/swan.jpg,birds,some_college,AOOLS8280CL0Z,english,female,NA,birds,NA,2,1566832853898,1,NA,This is a ,1.00,These are both,NA,canary,warmup1
431,redwood,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),NA,10,warmup/bonsai.jpg,redwood|sequoia,This is a ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,trees,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,bonsai,yes,Please label the pictures below.,NA,NA,67,NA,,warmup/sequoia.jpg,trees,some_college,AOOLS8280CL0Z,english,female,NA,trees,NA,3,1566832853898,1,NA,This is a ,1.00,These are both,NA,japanese,warmup1
431,redwood,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),NA,10,warmup/bonsai.jpg,redwood|sequoia,This is a ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,trees,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,bonsai,yes,Please label the pictures below.,NA,NA,67,NA,,warmup/sequoia.jpg,trees,some_college,AOOLS8280CL0Z,english,female,NA,trees,NA,3,1566832853898,2,NA,This is a ,1.00,These are both,NA,bonsai,warmup1
431,NA,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),images/fish-parade.png,10,NA,NA,That's a big ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,fish,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,67,fish,,NA,NA,some_college,AOOLS8280CL0Z,english,female,,NA,You see a parade of animals.,1,1566832853898,NA,images/swordfish.png,NA,1.00,,big,NA,main1
431,NA,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),images/bird-parade3.png,10,NA,NA,That's a big ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,birds,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,67,swan,,NA,NA,some_college,AOOLS8280CL0Z,english,female,,NA,You see a parade of animals.,2,1566832853898,NA,images/swan.png,NA,1.00,,big,NA,main1
431,NA,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),images/tree-parade.png,10,NA,NA,That's a big ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,trees,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,NA,yes,This one is also in the landscape.,prenominal,You say to your friend:,67,tree,,NA,NA,some_college,AOOLS8280CL0Z,english,female,,NA,You see the following items in a landscape.,3,1566832853898,NA,images/sequoia.png,NA,1.00,,big,NA,main1
431,chihuahua,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),NA,10,warmup/doberman.png,chihuahua,This is a ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,dogs,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,doberman,yes,Please label the pictures below.,NA,NA,67,NA,,warmup/chihuahua.jpg,dogs,some_college,AOOLS8280CL0Z,english,female,NA,dogs,NA,1,1566832853898,1,NA,This is a ,1.00,These are both,NA,great dane,warmup2
431,chihuahua,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),NA,10,warmup/doberman.png,chihuahua,This is a ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,dogs,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,doberman,yes,Please label the pictures below.,NA,NA,67,NA,,warmup/chihuahua.jpg,dogs,some_college,AOOLS8280CL0Z,english,female,NA,dogs,NA,1,1566832853898,2,NA,This is a ,1.00,These are both,NA,doberman,warmup2
431,dandelion,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),NA,10,warmup/sunflower.png,dandelion,This is a ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,flowers,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,sunflower,yes,Please label the pictures below.,NA,NA,67,NA,,warmup/dandelion.jpg,flowers,some_college,AOOLS8280CL0Z,english,female,NA,flowers,NA,2,1566832853898,1,NA,This is a ,1.00,These are both,NA,sunflower,warmup2
431,bass,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),NA,10,warmup/clownfish.jpg,tuna,This is a ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,fish,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,clownfish,yes,Please label the pictures below.,NA,NA,67,NA,,warmup/tuna.jpg,fish,some_college,AOOLS8280CL0Z,english,female,NA,fish,NA,3,1566832853898,1,NA,This is a ,1.00,These are both,NA,lionfish,warmup2
431,tuna,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),NA,10,warmup/clownfish.jpg,tuna,This is a ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,fish,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,clownfish,yes,Please label the pictures below.,NA,NA,67,NA,,warmup/tuna.jpg,fish,some_college,AOOLS8280CL0Z,english,female,NA,fish,NA,3,1566832853898,2,NA,This is a ,1.00,These are both,NA,clownfish,warmup2
431,NA,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),images/fish-parade2.png,10,NA,NA,That's a small ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,fish,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,67,fish,,NA,NA,some_college,AOOLS8280CL0Z,english,female,,NA,You see a parade of animals.,1,1566832853898,NA,images/clownfish.png,NA,1.00,,small,NA,main2
431,NA,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),images/flower-parade2.png,10,NA,NA,That's a small ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,flowers,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,NA,yes,This one is also in the collection.,prenominal,You say to your friend:,67,plant,,NA,NA,some_college,AOOLS8280CL0Z,english,female,,NA,You see a collection of plants.,2,1566832853898,NA,images/dandelion.png,NA,1.00,,small,NA,main2
431,NA,Mon Aug 26 2019 11:20:53 GMT-0400 (Eastern Daylight Time),images/dog-parade.png,10,NA,NA,That's a small ,no problems,2,3TKXBROM5TYFVVAMDE7J6QAXRL8JI4,dogs,sarah,3V26SBZTBE2UDK2TL63TIZX1VYKZZA,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,67,dog,,NA,NA,some_college,AOOLS8280CL0Z,english,female,,NA,You see a parade of animals.,3,1566832853898,NA,images/chihuahua.png,NA,1.00,,small,NA,main2
428,swordfish,Mon Aug 26 2019 10:17:40 GMT-0500 (Central Daylight Time),NA,10,warmup/goldfish.png,swordfish,This is a ,,2,3PKJ68EHDNKFZ0Z27WPY6E9IR8TJHB,fish,sarah,3R08VXYT7DJ7ZFRIROR3SBAK43G7WD,goldfish,yes,Please label the pictures below.,NA,NA,33,NA,,warmup/swordfish.jpg,fish,some_college,A1LR0VQIHQUJAM,english,female,NA,fish,NA,1,1566832660768,1,NA,This is a ,0.85,These are both,NA,goldfish,warmup1
428,chihuahua,Mon Aug 26 2019 10:17:40 GMT-0500 (Central Daylight Time),NA,10,warmup/doberman.png,chihuahua,This is a ,,2,3PKJ68EHDNKFZ0Z27WPY6E9IR8TJHB,dogs,sarah,3R08VXYT7DJ7ZFRIROR3SBAK43G7WD,doberman,yes,Please label the pictures below.,NA,NA,33,NA,,warmup/chihuahua.jpg,dogs,some_college,A1LR0VQIHQUJAM,english,female,NA,dogs,NA,2,1566832660768,1,NA,This is a ,0.85,These are both,NA,doberman,warmup1
428,tuna,Mon Aug 26 2019 10:17:40 GMT-0500 (Central Daylight Time),NA,10,warmup/clownfish.jpg,tuna,This is a ,,2,3PKJ68EHDNKFZ0Z27WPY6E9IR8TJHB,fish,sarah,3R08VXYT7DJ7ZFRIROR3SBAK43G7WD,clownfish,yes,Please label the pictures below.,NA,NA,33,NA,,warmup/tuna.jpg,fish,some_college,A1LR0VQIHQUJAM,english,female,NA,fish,NA,3,1566832660768,1,NA,This is a ,0.85,These are both,NA,clownfish,warmup1
428,NA,Mon Aug 26 2019 10:17:40 GMT-0500 (Central Daylight Time),images/fish-parade.png,10,NA,NA,That's a big ,,2,3PKJ68EHDNKFZ0Z27WPY6E9IR8TJHB,fish,sarah,3R08VXYT7DJ7ZFRIROR3SBAK43G7WD,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,33,fish,,NA,NA,some_college,A1LR0VQIHQUJAM,english,female,,NA,You see a parade of animals.,1,1566832660768,NA,images/swordfish.png,NA,0.85,,big,NA,main1
428,NA,Mon Aug 26 2019 10:17:40 GMT-0500 (Central Daylight Time),images/dog-parade.png,10,NA,NA,That's a small ,,2,3PKJ68EHDNKFZ0Z27WPY6E9IR8TJHB,dogs,sarah,3R08VXYT7DJ7ZFRIROR3SBAK43G7WD,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,33,chihuahua,,NA,NA,some_college,A1LR0VQIHQUJAM,english,female,,NA,You see a parade of animals.,2,1566832660768,NA,images/chihuahua.png,NA,0.85,,small,NA,main1
