submission_id,response1,startDate,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,hit_id,assignment_id,correct2,understand,text,sentence,age,response,comments,picture1,response3,education,worker_id,languages,sex,RT,correct3,context,trial_number,startTime,picture,fairprice,question2,response2,trial_name
60,daisy,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),NA,4,images/sunflower.png,daisy,This is a ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,sunflower,yes,Please label the pictures below.,NA,41,NA,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",images/daisy.png,flowers,higher_degree,ANNVWKERLZG9A,English,male,NA,flowers,NA,2,1564090275591,NA,1.50,These are both,sunflower,warmup
60,marlin,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),NA,4,images/goldfish.png,swordfish,This is a ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,goldfish,yes,Please label the pictures below.,NA,41,NA,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",images/swordfish.jpg,fish,higher_degree,ANNVWKERLZG9A,English,male,NA,fish,NA,3,1564090275591,NA,1.50,These are both,goldfish,warmup
60,swordfish,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),NA,4,images/goldfish.png,swordfish,This is a ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,goldfish,yes,Please label the pictures below.,NA,41,NA,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",images/swordfish.jpg,fish,higher_degree,ANNVWKERLZG9A,English,male,NA,fish,NA,3,1564090275591,NA,1.50,These are both,goldfish,warmup
60,NA,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),images/fish-parade.png,4,NA,NA,That ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,NA,yes,Another animal belongs to the group.,You say to your friend:,41,fish,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",NA,NA,higher_degree,ANNVWKERLZG9A,English,male,,NA,You see a group of animals.,1,1564090275591,images/goldfish.png,1.50, is small.,NA,main
60,NA,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),images/monkey-parade.png,4,NA,NA,That ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,NA,yes,Another animal belongs to the group.,You say to your friend:,41,ape,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",NA,NA,higher_degree,ANNVWKERLZG9A,English,male,,NA,You see a group of animals.,2,1564090275591,images/gorilla.jpg,1.50, is big.,NA,main
60,NA,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),images/flower-parade.png,4,NA,NA,That ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,NA,yes,Another plant belongs to the group.,You say to your friend:,41,flower,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",NA,NA,higher_degree,ANNVWKERLZG9A,English,male,,NA,You see a group of plants.,3,1564090275591,images/sunflower.png,1.50, is big.,NA,main
60,oak tree,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),NA,4,images/bonsai.jpg,redwood|sequoia,This is a ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,bonsai,yes,Please label the pictures below.,NA,41,NA,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",images/sequoia.jpg,trees,higher_degree,ANNVWKERLZG9A,English,male,NA,trees,NA,1,1564090275591,NA,1.50,These are both,bonzai tree,warmup
60,redwood,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),NA,4,images/bonsai.jpg,redwood|sequoia,This is a ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,bonsai,yes,Please label the pictures below.,NA,41,NA,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",images/sequoia.jpg,trees,higher_degree,ANNVWKERLZG9A,English,male,NA,trees,NA,1,1564090275591,NA,1.50,These are both,bonsai,warmup
60,chihuahua,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),NA,4,images/great-dane.jpg,chihuahua,This is a ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,great dane,yes,Please label the pictures below.,NA,41,NA,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",images/chihuahua.jpg,dogs,higher_degree,ANNVWKERLZG9A,English,male,NA,dogs,NA,2,1564090275591,NA,1.50,These are both,hound,warmup
60,chihuahua,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),NA,4,images/great-dane.jpg,chihuahua,This is a ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,great dane,yes,Please label the pictures below.,NA,41,NA,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",images/chihuahua.jpg,dogs,higher_degree,ANNVWKERLZG9A,English,male,NA,dogs,NA,2,1564090275591,NA,1.50,These are both,great dane,warmup
60,swan,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),NA,4,images/colibri.jpg,swan,This is a ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,hummingbird,yes,Please label the pictures below.,NA,41,NA,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",images/swan.jpg,birds,higher_degree,ANNVWKERLZG9A,English,male,NA,birds,NA,3,1564090275591,NA,1.50,These are both,hummingbird,warmup
60,NA,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),images/dog_parade_small.png,4,NA,NA,That ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,NA,yes,Another animal belongs to the group.,You say to your friend:,41,dog,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",NA,NA,higher_degree,ANNVWKERLZG9A,English,male,,NA,You see a group of animals.,1,1564090275591,images/chihuahua.jpg,1.50, is small.,NA,main
60,NA,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),images/bird-parade-small.png,4,NA,NA,That ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,NA,yes,Another animal bleongs to the group.,You say to your friend:,41,bird,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",NA,NA,higher_degree,ANNVWKERLZG9A,English,male,,NA,You see a group of animals.,2,1564090275591,images/colibri.jpg,1.50, is small.,NA,main
60,NA,Thu Jul 25 2019 14:31:15 GMT-0700 (Pacific Daylight Time),images/tree-parade.png,4,NA,NA,That ,No,1,3OYHVNTV5TMK21R7TUK0R26WHDAOKT,3ZV9H2YQQEVPYWQVPCODFUY4TUWW3F,NA,yes,Another plant belongs to the group.,You say to your friend:,41,tree,"There are a few issues with this experiment. First, often times I would come up with a label, only to discover that you have a very narrow definition of what that label should be. For the general 'monkey' label, I put 'primates', which should have been an acceptable response, but it wasn't, based on your narrow definitions. I changed the label to what you wanted, but it made me wonder what you could possibly be testing. Also, I feel that some of the images stretch what would be commonly known - is anyone really supposed to know that one of your dog images was a Great Dane? Or that the tree was a Sequoia, not an Oak? Perhaps it would help if the images were photos instead of illustrations, but probably not.",NA,NA,higher_degree,ANNVWKERLZG9A,English,male,,NA,You see a group of plants.,3,1564090275591,images/sequoia.jpg,1.50, is big.,NA,main
59,daisy,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/sunflower.png,daisy,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,sunflower,yes,Please label the pictures below.,NA,23,NA,,images/daisy.png,flowers,some_college,A12E4Z8DBFUL29,english,male,NA,flowers,NA,1,1564090267925,NA,.75,These are both,sunflower,warmup
59,chihuahua,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/great-dane.jpg,chihuahua,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,great dane,yes,Please label the pictures below.,NA,23,NA,,images/chihuahua.jpg,dogs,some_college,A12E4Z8DBFUL29,english,male,NA,dogs,NA,2,1564090267925,NA,.75,These are both,labrador,warmup
59,chihuahua,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/great-dane.jpg,chihuahua,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,great dane,yes,Please label the pictures below.,NA,23,NA,,images/chihuahua.jpg,dogs,some_college,A12E4Z8DBFUL29,english,male,NA,dogs,NA,2,1564090267925,NA,.75,These are both,great dane,warmup
59,Pine,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/bonsai.jpg,redwood|sequoia,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,bonsai,yes,Please label the pictures below.,NA,23,NA,,images/sequoia.jpg,trees,some_college,A12E4Z8DBFUL29,english,male,NA,trees,NA,3,1564090267925,NA,.75,These are both,bonsai,warmup
59,redwood,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/bonsai.jpg,redwood|sequoia,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,bonsai,yes,Please label the pictures below.,NA,23,NA,,images/sequoia.jpg,trees,some_college,A12E4Z8DBFUL29,english,male,NA,trees,NA,3,1564090267925,NA,.75,These are both,bonsai,warmup
59,NA,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),images/dog_parade.png,4,NA,NA,That's a big ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,NA,yes,Another animal belongs to the group.,You say to your friend:,23,great dane,,NA,NA,some_college,A12E4Z8DBFUL29,english,male,,NA,You see a group of animals.,1,1564090267925,images/great-dane.jpg,.75,,NA,main
59,NA,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),images/tree-parade.png,4,NA,NA,That's a big ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,NA,yes,Another plant belongs to the group.,You say to your friend:,23,redwood,,NA,NA,some_college,A12E4Z8DBFUL29,english,male,,NA,You see a group of plants.,2,1564090267925,images/sequoia.jpg,.75,,NA,main
59,NA,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),images/flower-parade-small.png,4,NA,NA,That's a small ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,NA,yes,Another plant belongs to the group.,You say to your friend:,23,daisy,,NA,NA,some_college,A12E4Z8DBFUL29,english,male,,NA,You see a group of plants.,3,1564090267925,images/daisy.png,.75,,NA,main
59,swordfish,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/goldfish.png,swordfish,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,goldfish,yes,Please label the pictures below.,NA,23,NA,,images/swordfish.jpg,fish,some_college,A12E4Z8DBFUL29,english,male,NA,fish,NA,1,1564090267925,NA,.75,These are both,goldfish,warmup
59,monkey,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/gorilla.jpg,spider monkey,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,gorilla,yes,Please label the pictures below.,NA,23,NA,,images/spidermonkey.jpg,apes,some_college,A12E4Z8DBFUL29,english,male,NA,monkeys|apes,NA,2,1564090267925,NA,.75,These are both,gorilla,warmup
59,spider monkey,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/gorilla.jpg,spider monkey,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,gorilla,yes,Please label the pictures below.,NA,23,NA,,images/spidermonkey.jpg,apes,some_college,A12E4Z8DBFUL29,english,male,NA,monkeys|apes,NA,2,1564090267925,NA,.75,These are both,gorilla,warmup
59,swan,Thu Jul 25 2019 17:31:07 GMT-0400 (Eastern Daylight Time),NA,4,images/colibri.jpg,swan,This is a ,,1,38VTL6WC4A1TEWA6SUPSR4LGYXEY5T,3DIP6YHAPDGHITAAGTP3K5ZF2CD8EX,hummingbird,yes,Please label the pictures below.,NA,23,NA,,images/swan.jpg,birds,some_college,A12E4Z8DBFUL29,english,male,NA,birds,NA,3,1564090267925,NA,.75,These are both,hummingbird,warmup
